,refs,trans,__index_level_0__,model_corrected
1265,no like i said i only take um vitamins and for my menstrual cramps when they come maybe i might take a a an ibuprofen just to ease the pain but,no like i said i only take um vitamin um for my menstrual comes when it comes to me but i might take a uh uh an ibuprofen just to ease the pain oh,12759,no like i said i only take um vitamin um for my menstrual comes when it comes to me but i might take a uh an ibuprofen just to ease the pain oh
1266,um two weeks ago,um two weeks ago,12760,um two weeks ago
1267,yeah my name is barbara,yeah my name is barbara co,12761,yeah my name is brian co
1268,no,no,12762,no
1269,no,no,12763,no
1270,um um uh,im im uh,12764,im im uh
1271,um uh,um uh,12765,um
1272,a graphics designer,uh graphics designer,12766,uh graphics designer
1273,well yes ive had to actually work from home today im working from home today because i cant i cant be out for work,oh yes ive had to actually work from home today im working from home today because i cant i cant be out for work thats interesting,12767,ohh yes ive had to actually work from home today im working from work today because i cant i can be out for work thats interesting
1274,i live with my brother and my mum,i live with my brother and my mom,12768,i live with my brother and my mom
1275,well ive tried a home remedy um ive tried the the uh ors you know thing i bought from my my local my local uh,well ive tried the home remedy um ive tried the the oors you know thing um apart from my my local my local um,12769,well ive tried the home remedy um ives tried to the oors you know thing um apart from my my local my uh
1276,um,um,12770,um
1277,the ors the the salt sugar ors um um mix the salt sugar mix,the or s the the salt sugar or s um um mix the salt sugar mix,12771,the or the the salt sugar or s um um mix the salts sugar mix
1278,um and my date of birth fourth october nineteen eighty four,um um my date of birth 4th october 1984,12772,um um my date of birth fourth october nineteen eighty four
1279,yeah,yeah,12773,yeah
1280,ive taken that ive taken that like um three times a day for the past two days,ive taken that ive taken that like um three times a day for the past two days,12774,ive taken that ive take that like um three times a day for the past two days
1281,i i i theyre not getting any better cause like i said ive been ive been vomiting literally everything i take so so i doubt that even that had had the chance to work,to be honest ii i uh im not getting any better cause like i said ive been ive been vomiting literally everything i take so so i doubt that even that has had the chance to work,12775,to be honest i i uh im not getting any better cause like i said ive been ives been vomiting literally everything i take so so i doubt that even that has had the chance to work
1282,ok,ok,12776,ok
1283,so how how do i how do i get myself hydrated when im not able to even like drink water im throwing up everything,so how how do i how do i get myself hydrated when im not able to even like drink water im throwing up everything,12777,so how do i how does i get myself hydrated when im not able to even like drink water im throwing up everything
1284,ok,ok,12778,ok
1285,ok,ok,12779,ok
1286,ohh ok so when can i come to the clinic to have this done,ok so when can i come to the clinic to have this done,12780,ok so when can i come to the clinic to have this done
1287,ok,ok,12781,ok
1288,ok so what ill do is yeah if you could please book me the appointment and um yeah ill see how i feel um for the end of the day hopefully i dont need to go to the a and e and um,ok so what ill do yeah if you could please book me the appointment and then yeah ill see how i feel um before the end of the day hopefully i dont need to go to ene and uh um and,12782,ok so what ill do yeah if you could please book me the appointment and then yeah ill see how i feel um before the end of the day hopefully i dont need to go to ene and uh um and
1289,and address fifty avenue,and address 50 twe avenue,12783,and address fifty six avenue
1290,mm hmm,mhm,12784,mm hmm
1291,ok,ok,12785,ok
1292,ok,ok,12786,ok
1293,yes please,yes please,12787,yes please
1294,thank you,thank you,12788,thank you
1295,yes i am,yes i am,12789,yes i am
