sentence_num,ref,hyp,sub,sub_count,del,del_count,ins,ins_count,nochange
1325,ok uh and *** hows your arm right now,ok uh and how   is your arm right now,hows -> is,1,,0,how,1,7
1326,no no uh its *** really the first time,no no uh its its really the first time,,0,,0,its,1,8
1327,uh no uhf everything as usual,uh no  uh everything as usual,uhf -> uh,1,,0,,0,5
1328,mmm  no really the mmm the arm feels fine apart from me not being able to move it,mm not really the *** the arm feels fine apart from me not being able to move it,mmm -> mm; no -> not,2,mmm,1,,0,15
1329,uh since i woke up um since i started to feel the ** **** since since the the arm really      it stopped moving so an hour ago,uh since i woke up um since i started to feel the fe that since since the the arm really stopped      uh moving so an hour ago,it -> stopped; stopped -> uh,2,,0,fe; that,2,23
1330,yes uh my name is ** jack armani,yes uh my name is uh jack armani,,0,,0,uh,1,7
1331,mmm no not really its just,not ** not really  it just,mmm -> not; its -> it,2,no,1,,0,3
1332,uh having like a * bit of issues like uh i was trying to drink earlier and id       be bold a bit and and the tingling on on the left side,uh having like a a bit of issues like uh i was trying to drink earlier and  i dribbled **** a bit and and the tingling on on the left side,id -> i; be -> dribbled,2,bold,1,a,1,27
1333,um yeah it feels a *** ****  a bit harder its more complicated maybr maybe um *** be more slow i need to think more about it,um yeah it feels a bit hard uh  uh     uh its more complicated   may maybe um and be more slow i need to think more about it,a -> uh; bit -> uh; harder -> uh; maybr -> may,4,,0,bit; hard; and,3,20
1334,** ** would should i call would you be able to call the ambulance for me,uh uh would should i call would you be able to call the ambulance for me,,0,,0,uh; uh,2,14
1335,i have uh type two diabetes and uh high blood pressure,i have uh type two diabetes and uh high    bp ********,blood -> bp,1,pressure,1,,0,9
1336,um im taking * metformin losartan and amlodipine,um im taking m metformin losartan and amlodipine,,0,,0,m,1,7
1337,but uh but * dont i dont know more detail,but um but i dont i dont know more detail,uh -> um,1,,0,i,1,8
1338,twelve august *** ********* **** ******* nineteen fifty eight,"twelve august one thousand, nine hundred      and fifty eight",nineteen -> and,1,,0,"one; thousand,; nine; hundred",4,4
1339,uh i will have a few drinks over the weekend um maybe  a a couple more during the week,uh i will have a few drinks over the weekend um maybe uh a couple more during the week,a -> uh,1,,0,,0,18
1340,i am so i woke up um this morning and um,hi um so i woke up um this morning and um,i -> hi; am -> um,2,,0,,0,9
1341,* ***** ** uh so ** im a bit worried cause i woke up this morning about an hour ago and i couldnt move my left arm     any more,i guess so uh so uh im a bit worried cause i woke up this morning about an hour ago and i couldnt move my left arm anymore ****,any -> anymore,1,more,1,i; guess; so; uh,4,23
1342,hi there this is doctor **** ****** from gp at hand,hi there this is doctor dean miller from  g pr hand,gp -> g; at -> pr,2,,0,dean; miller,2,7
1343,** how would you say your mood is,uh how would you say your mood is,,0,,0,uh,1,7
1344,hi anthony so could i have your um before we start could i have your full name and date of birth if thats possible,hi   anton so could i have your um before we start   can i have your full name and date of birth if thats possible,anthony -> anton; could -> can,2,,0,,0,22
1345,ok are you taking sertraline at the moment,ok are you taking  searching at the moment,sertraline -> searching,1,,0,,0,7
1346,ok um and how do you feel in terms of ** anxiety at the moment do you feel anxious at the moment,ok um and how do you feel in terms of an anxiety at the moment do you feel anxious at the moment,,0,,0,an,1,21
1347,ok all right um now ** sorry to ask this just need to ask this for anyone suffering from anxiety do you have any have you had any thoughts about harming yourself or hurting yourself,** all right um now uh sorry to ask this just need to ask this for anyone suffering from     did ** you have any have you had any thoughts about harming yourself or hurting yourself,anxiety -> did,1,ok; do,2,uh,1,31
1348,good im glad to hear that um now with regards to this headache is it worse when you lie down or um is **** is is it better when you lie down,**** ** **** ** **** **** um now with regards to this headache is it worse when you lie down or um is does it is it better when you lie down,is -> it,1,good; im; glad; to; hear; that,6,does,1,24
1349,um so would you say ultimately its better when you lie down or  have you not,um so would you say ultimately its better when you lie down or youre *** not,have -> youre,1,you,1,,0,14
1350,ok *** taking anything else at all,ok you taking anything else at all,,0,,0,you,1,6
1351,thats ***** thank you for that are you in a private place where youre ok to speak,thats great thank you for that are you in a private place where youre ok to speak,,0,,0,great,1,16
1352,have you ever been diagnosed with high blood pressure,have you ever been diagnosed with high    bp ********,blood -> bp,1,pressure,1,,0,7
1353,have you ever had your blood pressure checked,have you ever had your    bp ******** checked,blood -> bp,1,pressure,1,,0,6
1354,all right and are you living by yourself at the moment or *** living with someone else,all right and are you living by yourself at the moment or you living with someone else,,0,,0,you,1,16
1355,ok and uh do you have any pets at home,** and uh do you have any pets at home,,0,ok,1,,0,9
1356,ok thats one possibility um and what makes that more likely is the fact that youve been under some pressure and you have a history of anxiety in the past ok um,ok thats one possibility um and what makes that more likely is the fact that youve been under some pressure and you have a history of anxiety in the past ok uh,um -> uh,1,,0,,0,31
1357,the other possibility is um migraine as well,the other possibility is uh migraine as well,um -> uh,1,,0,,0,7
1358,and the other thing that i was ***** gonna suggest is we maybe look explore things to try and decrease the stress from work,and the other thing that i was going    to suggest is we maybe look explore things to try and decrease the stress from work,gonna -> to,1,,0,going,1,22
