sentence_num,ref,hyp,sub,sub_count,del,del_count,ins,ins_count,nochange
1275,i have ** internal pain whenever i come down with   a cold,i have an internal pain whenever i come down with the colt,a -> the; cold -> colt,2,,0,an,1,9
1276,i used * alot of       pain killer to get better but i still feel the same back pain,i used a  lot of painkiller ****** to get better but i still feel the same back pain,alot -> lot; pain -> painkiller,2,killer,1,a,1,14
1277,i hardly have enough  stength to get up,i hardly have enough strength to get up,stength -> strength,1,,0,,0,7
1278,im not feeling good i get infection wound,im not feeling good i get infection  when,wound -> when,1,,0,,0,7
1279,i feel cold and chills even though my clothes are heavy,i feel cold *** chills even though my clothes are heavy,,0,and,1,,0,10
1280,i feel pain in my shoulders when i write on the keyboard,i feel pain in my shoulders when i  ride on the keyboard,write -> ride,1,,0,,0,11
1281,my      head ache since i woke up this morning,my headaches **** since i woke up this morning,head -> headaches,1,ache,1,,0,7
1282,when i tried to take care if my hair i found that it is falling out,when i tried to take care of my hair i found that it is falling out,if -> of,1,,0,,0,15
1283,i feel a pain in my back,i feel * pain in my back,,0,a,1,,0,6
1284,i think theres * fluid in my ears,i think theres a fluid in my ears,,0,,0,a,1,7
1285,my head hurts in the back and the pain lasts all day,my  hip hurts in the back and the pain lasts all day,head -> hip,1,,0,,0,11
1286,i am struggling to bear weight on my knee when i stand straight i feel and hear a loud popping noise,im ** struggling to bear weight on my knee when i stand straight i feel and hear a loud popping noise,i -> im,1,am,1,,0,19
1287,since i went into the forest i have * pain on my ear,going * **** into the forest i have a pain on my ear,since -> going,1,i; went,2,a,1,9
1288,after a ***** breakup i feel something strange in me,after a break      up i feel something strange in me,breakup -> up,1,,0,break,1,8
1289,it feels like someone is hitting my head with a hammer i feel pain on the top of my head and it throbs,it feels like someone is hitting my head with a hammer i feel pain on the top of my head and it  drops,throbs -> drops,1,,0,,0,22
1290,my shoulder hurts when i try to reach something above my head,my shoulder hurts when i try to reach something about my hand,above -> about; head -> hand,2,,0,,0,10
1291,ive got a hard time to  breath am i having a heart attack,i got a hard time to breathe am i having a heart attack,ive -> i; breath -> breathe,2,,0,,0,11
1292,i feel chilly like an ice cube my sister said that she needs several blankets to cover her so that she is warm enough,i feel chilly like an ice cube my sister  say that she needs several blankets to cover her so that she is warm enough,said -> say,1,,0,,0,23
1293,what helps     cuts heal faster,what  hope thoughts hell faster,helps -> hope; cuts -> thoughts; heal -> hell,3,,0,,0,2
1294,mr hair is falling out just by combing it,my hair is falling out just by combing it,mr -> my,1,,0,,0,8
1295,my knee feels weak and it gave  way the other day at the top of the stairs luckily there was a rail to hold on to,my knee feels weak and it gave away the other day at the top of the stairs luckily there was a rail to hold on to,way -> away,1,,0,,0,25
1296,when i play sports i have some burning sensation in my spine,when i play  sport i have some burning sensation in my spine,sports -> sport,1,,0,,0,11
1297,i have a scab on the back of my hand that just wont go away,i have a scab on the back of my hand that just dont go away,wont -> dont,1,,0,,0,14
1298,every morning when i wake up my neck feels like i slept on in * wrong,every morning when i wake up my neck feels like i slept or in a   row,on -> or; wrong -> row,2,,0,a,1,13
1299,theres * swelling in my neck and it hurts,theres a swelling in my neck and it hurts,,0,,0,a,1,8
1300,my acne is really  embarassing its so  read,my acne is really embarrassing its so great,embarassing -> embarrassing; read -> great,2,,0,,0,6
1301,whats the symptoms of appendicitis,what *** symptoms of appendicitis,whats -> what,1,the,1,,0,3
1302,*  ive been over my cold for weeks but still cough every day,i have been over my cold for weeks but still cough every day,ive -> have,1,,0,i,1,11
1303,i feel a strange and powerful pain inside my     rib cage,i feel a strange and powerful pain inside my ribcage ****,rib -> ribcage,1,cage,1,,0,9
1304,i have  a     ear ache when i go to the pool,i have an earache **** when i go to the pool,a -> an; ear -> earache,2,ache,1,,0,8
1305,i *** dont have full range of motion with my arms,i don    t have full range of motion with my arms,dont -> t,1,,0,don,1,9
1306,i have a great stomach ache and i cant eat      any thing,i have a great stomach ache and i cant eat anything *****,any -> anything,1,thing,1,,0,10
1307,my shoulder has * * agreat pain,my shoulder has g a  great pain,agreat -> great,1,,0,g; a,2,4
1308,i am worried     for my driving because i can barely focus when i      am at the wheel my eyes feel   teary,im ** worried through my driving because i can barely focus  and i believe ** *** ***** my eyes  get tearing,i -> im; for -> through; when -> and; am -> believe; feel -> get; teary -> tearing,6,am; at; the; wheel,4,,0,11
1309,i  notice a lot more hair coming out than usual when i brush my hair,i noticed a lot more hair coming out than usual when i brush my hair,notice -> noticed,1,,0,,0,14
1310,my hair always falls out and i have lost a lot of hair lately,my hair always falls out and i have lost a lot of hair weight,lately -> weight,1,,0,,0,13
1311,when i walk i get a stabbing pain in the top of my foot,when i walk i get * stabbing pain in the top of my foot,,0,a,1,,0,13
1312,i    feel sad like hurt or pain,of feeling sad like hurt or pain,i -> of; feel -> feeling,2,,0,,0,5
1313,the worst headache was during a hangover in my twenties i sincerely thought i was going to die from brain inflammation,the worst headache was during a hangover in my     legs i sincerely thought i was going to die from brain inflammation,twenties -> legs,1,,0,,0,20
1314,my shoulder aches when i try to lift five pounds,my shoulder aches when i try to lift five    lbs,pounds -> lbs,1,,0,,0,9
1315,my cough is very heavy and i have mucus,my  calf is very heavy and i have mucus,cough -> calf,1,,0,,0,8
1316,sometimes my body feels week without reason,sometimes my body feels weak without      a,week -> weak; reason -> a,2,,0,,0,5
1317,in **** highschool i had a lot of acne,in high     school i had a lot of acne,highschool -> school,1,,0,high,1,7
1318,i feel cold when the night  comes,i feel cold when the night counts,comes -> counts,1,,0,,0,6
1319,i wish this excruciating feeling of loss could go away,i wish this excruciating feeling of loss would go away,could -> would,1,,0,,0,9
1320,i cant work good i have a pain in my knee,i cant work good i have * pain in my knee,,0,a,1,,0,10
1321,i walked a long for three        km i feel pain in my foot like foot ache,i walked a long *** three kilometer i feel pain in my foot like foot ache,km -> kilometer,1,for,1,,0,14
1322,my throught is so sore,my   throat is so sore,throught -> throat,1,,0,,0,4
1323,my body feels weak although i eat   a  lot why,my body feels weak although i did not like ***,eat -> did; a -> not; lot -> like,3,why,1,,0,6
1324,everything looks like beeing in a smoky area,everything looks like  being in a smoky area,beeing -> being,1,,0,,0,7
1325,i may have overdone it with the ****** weightlifting because  i am afraid i may have torn a muscle on my back,i may have overdone it with the weight       lifting because im ** afraid i may have torn a muscle on my back,weightlifting -> lifting; i -> im,2,am,1,weight,1,18
1326,i have a red rash that is itchy on my skin,i have a red rash that is itchy by my skin,on -> by,1,,0,,0,10
1327,i have a problem in my middle ear made by infection,i have a problem in my middle ear near my  incision,made -> near; by -> my; infection -> incision,3,,0,,0,8
1328,these red spots on my cheeks are  new what is it,these red spots on my cheeks are here what is it,new -> here,1,,0,,0,10
1329,have severe cold and cough,how severe cold and cough,have -> how,1,,0,,0,4
1330,i have a wound between my toes that gets better overnight and then ** reopens  ever day when i wear   dress shoes to work,i have a wound between my toes that gets better overnight and then it   opens every day when i need tissues ***** to work,reopens -> opens; ever -> every; wear -> need; dress -> tissues,4,shoes,1,it,1,18
1331,i had internal pain and  gases when i ate indian spicy food yesterday,i had internal pain and gasses  and i ate indian spicy food yesterday,gases -> gasses; when -> and,2,,0,,0,11
1332,my head is so heavy * cant think normally,my head is so heavy i cant think normally,,0,,0,i,1,8
1333,the feeling of coughing increases in winters reach,the feeling of coughing increases in  mental  rage,winters -> mental; reach -> rage,2,,0,,0,6
1334,*  ive noticed my hair falling out a lot lately,i have noticed my hair falling out a lot lately,ive -> have,1,,0,i,1,8
1335,after an hard working day i have foot ache,after  a hard working day i have   to take,an -> a; foot -> to; ache -> take,3,,0,,0,6
1336,every time i make an ** effort i felt dizzy,every time i make an ne  fruit i feel dizzy,effort -> fruit; felt -> feel,2,,0,ne,1,7
1337,i have a foot ache after running **** ******* 500m with my running shoes,i have a foot ache after running five hundred    m with my running shoes,500m -> m,1,,0,five; hundred,2,11
1338,my head hurts me badly,my  hip hurts me badly,head -> hip,1,,0,,0,4
1339,i feel a sharp pain in the stomach after eating,i feel a sharp pain in the stomach    of      a,after -> of; eating -> a,2,,0,,0,8
1340,my ankle joint throbs when i put pressure on my foot,my ankle joint  hurts when i put pressure on my foot,throbs -> hurts,1,,0,,0,10
1341,my cut yellow or ******** greenishcolored pus,my cut yellow or greenish         colored   p,greenishcolored -> colored; pus -> p,2,,0,greenish,1,4
1342,*  ive tried reading books but nothing can cheer me up,i have tried trading books but nothing can share me **,ive -> have; reading -> trading; cheer -> share,3,up,1,i,1,6
1343,i have whooping cough with excess mucous need mucolytic,i have whooping cough with excess  mucus need mucolytic,mucous -> mucus,1,,0,,0,8
1344,i have a rash on my skin,i  had a rash on my skin,have -> had,1,,0,,0,6
1345,i cut my foot at the pool and    it breaks open every day when i walk on it,i cut my foot at the pool and break     so **** every day when i walk ** **,it -> break; breaks -> so,2,open; on; it,3,,0,13
1346,the arches of my feet hurt when i wear   heels,the arches of my feet hurt when i wear periods,heels -> periods,1,,0,,0,9
1347,i feel emotionally crushed,i feel emotionally crossed,crushed -> crossed,1,,0,,0,3
1348,i used * alot of       pain killer to get better but i still feel the same back pain,i used a  lot of painkiller ****** to get better but i still feel the same back pain,alot -> lot; pain -> painkiller,2,killer,1,a,1,14
